Report.Number,Date.of.Occurrence,Time.of.Occurrence,City,Crime,Victim.Age,Victim.Gender,Severity,Latitude,Longitude
32133,31-08-2023,19.54,Kolkata,ROBBERY,15,F,3,22.5726459,88.3638953
32134,31-08-2023,16.19,Thane,BURGLARY,48,F,2,19.1943294,72.9701779
32135,31-08-2023,20.11,Kolkata,CYBERCRIME,60,F,2,22.5726459,88.3638953
32136,31-08-2023,8.45,Chennai,KIDNAPPING,17,M,3,13.0836939,80.270186
32137,09-01-2023,6.51,Nagpur,DOMESTIC VIOLENCE,59,F,3,21.1498134,79.0820556
32138,09-01-2023,22.02,Nagpur,TRAFFIC VIOLATION,24,F,1,21.1498134,79.0820556
32139,09-01-2023,23.13,Chennai,EXTORTION,53,F,3,13.0836939,80.270186
32140,09-01-2023,12.40,Ahmedabad,FRAUD,27,F,2,23.0215374,72.5800568
32141,09-01-2023,3.20,Nagpur,VEHICLE - STOLEN,74,F,2,21.1498134,79.0820556
32142,09-01-2023,6.14,Chennai,VANDALISM,73,M,1,13.0836939,80.270186
32143,09-01-2023,23.16,Surat,TRAFFIC VIOLATION,56,F,1,21.2094892,72.8317058
32144,09-01-2023,19.52,Ahmedabad,CYBERCRIME,27,F,2,23.0215374,72.5800568
32145,09-01-2023,14.09,Chennai,SHOPLIFTING,29,M,1,13.0836939,80.270186
32146,09-01-2023,23.32,Hyderabad,SEXUAL ASSAULT,16,M,3,17.360589,78.4740613
32147,09-01-2023,10.00,Meerut,VEHICLE - STOLEN,60,F,2,29.0018557,77.7679671
32148,09-01-2023,11.17,Mumbai,KIDNAPPING,60,M,3,19.054999,72.8692035
32149,09-01-2023,23.08,Delhi,SHOPLIFTING,57,M,1,28.6328027,77.2197713
32150,09-01-2023,2.33,Visakhapatnam,DRUG OFFENSE,21,F,2,17.6935526,83.2921297
32151,09-01-2023,20.59,Lucknow,SEXUAL ASSAULT,70,F,3,26.8381,80.9346001
32152,09-01-2023,9.23,Indore,ILLEGAL POSSESSION,14,F,2,22.7203616,75.8681996
32153,09-01-2023,14.36,Rajkot,DOMESTIC VIOLENCE,76,F,3,22.3053263,70.8028377
32154,09-01-2023,8.41,Thane,IDENTITY THEFT,49,F,1,19.1943294,72.9701779
32155,09-01-2023,5.00,Jaipur,EXTORTION,15,F,3,26.9154576,75.8189817
32156,09-01-2023,23.16,Nagpur,BURGLARY,26,M,2,21.1498134,79.0820556
32157,09-01-2023,13.44,Indore,HOMICIDE,27,M,3,22.7203616,75.8681996
32158,09-01-2023,23.05,Ahmedabad,ASSAULT,79,F,3,23.0215374,72.5800568
32159,09-01-2023,17.59,Pune,DRUG OFFENSE,51,F,2,18.5213738,73.8545071
32160,09-01-2023,6.00,Ludhiana,FRAUD,65,M,2,30.9090157,75.851601
32161,09-02-2023,1.09,Jaipur,IDENTITY THEFT,44,F,1,26.9154576,75.8189817
32162,09-02-2023,11.27,Hyderabad,ARSON,61,M,3,17.360589,78.4740613
32163,09-02-2023,7.18,Hyderabad,HOMICIDE,77,F,3,17.360589,78.4740613
32164,09-02-2023,8.11,Ghaziabad,KIDNAPPING,63,F,3,28.7749966,77.4586967
32165,09-02-2023,4.34,Kalyan,ARSON,50,F,3,19.2396742,73.1366482
32166,09-02-2023,2.14,Patna,EXTORTION,62,F,3,25.6093239,85.1235252
32167,09-02-2023,22.52,Mumbai,PUBLIC INTOXICATION,12,F,1,19.054999,72.8692035
32168,09-02-2023,18.20,Delhi,TRAFFIC VIOLATION,55,F,1,28.6328027,77.2197713
32169,09-02-2023,17.24,Visakhapatnam,SEXUAL ASSAULT,60,F,3,17.6935526,83.2921297
32170,09-02-2023,5.42,Surat,IDENTITY THEFT,74,M,1,21.2094892,72.8317058
32171,09-02-2023,15.56,Delhi,COUNTERFEITING,44,F,2,28.6328027,77.2197713
32172,09-02-2023,10.38,Hyderabad,ILLEGAL POSSESSION,39,F,2,17.360589,78.4740613
32173,09-02-2023,8.09,Lucknow,ROBBERY,11,F,3,26.8381,80.9346001
32174,09-02-2023,21.19,Chennai,DRUG OFFENSE,11,M,2,13.0836939,80.270186
32175,09-02-2023,15.29,Jaipur,IDENTITY THEFT,60,M,1,26.9154576,75.8189817
32176,09-02-2023,21.00,Delhi,COUNTERFEITING,26,F,2,28.6328027,77.2197713
32177,09-02-2023,11.18,Nashik,EXTORTION,50,M,3,20.0112475,73.7902364
32178,09-02-2023,15.10,Hyderabad,FIREARM OFFENSE,68,M,2,17.360589,78.4740613
32179,09-02-2023,5.50,Surat,HOMICIDE,42,M,3,21.2094892,72.8317058
32180,09-02-2023,8.32,Jaipur,CYBERCRIME,36,F,2,26.9154576,75.8189817
32181,09-02-2023,13.54,Mumbai,DOMESTIC VIOLENCE,76,F,3,19.054999,72.8692035
32182,09-02-2023,1.19,Bangalore,IDENTITY THEFT,16,M,1,12.9767936,77.590082
32183,09-02-2023,3.49,Pune,SHOPLIFTING,51,F,1,18.5213738,73.8545071
32184,09-02-2023,10.34,Pune,BURGLARY,71,F,2,18.5213738,73.8545071
32185,09-03-2023,21.26,Indore,SHOPLIFTING,50,F,1,22.7203616,75.8681996
32186,09-03-2023,18.05,Pune,CYBERCRIME,77,M,2,18.5213738,73.8545071
32187,09-03-2023,23.54,Mumbai,BURGLARY,22,F,2,19.054999,72.8692035
32188,09-03-2023,4.54,Chennai,IDENTITY THEFT,52,M,1,13.0836939,80.270186
32189,09-03-2023,2.36,Lucknow,VANDALISM,23,F,1,26.8381,80.9346001
32190,09-03-2023,21.43,Pune,EXTORTION,44,M,3,18.5213738,73.8545071
32191,09-03-2023,10.43,Mumbai,ROBBERY,61,F,3,19.054999,72.8692035
32192,09-03-2023,2.27,Indore,DOMESTIC VIOLENCE,62,F,3,22.7203616,75.8681996
32193,09-03-2023,9.24,Surat,DRUG OFFENSE,30,F,2,21.2094892,72.8317058
32194,09-03-2023,21.29,Pune,VEHICLE - STOLEN,48,M,2,18.5213738,73.8545071
32195,09-03-2023,0.35,Bangalore,ILLEGAL POSSESSION,50,M,2,12.9767936,77.590082
32196,09-03-2023,21.21,Ludhiana,ROBBERY,41,F,3,30.9090157,75.851601
32197,09-03-2023,22.24,Hyderabad,TRAFFIC VIOLATION,40,F,1,17.360589,78.4740613
32198,09-03-2023,18.14,Kolkata,DRUG OFFENSE,67,M,2,22.5726459,88.3638953
32199,09-03-2023,1.09,Mumbai,SHOPLIFTING,43,F,1,19.054999,72.8692035
32200,09-03-2023,8.36,Hyderabad,COUNTERFEITING,23,M,2,17.360589,78.4740613
32201,09-03-2023,6.11,Bangalore,VEHICLE - STOLEN,32,F,2,12.9767936,77.590082
32202,09-03-2023,11.18,Ahmedabad,ASSAULT,56,M,3,23.0215374,72.5800568
32203,09-03-2023,0.05,Ahmedabad,SHOPLIFTING,25,M,1,23.0215374,72.5800568
32204,09-03-2023,19.41,Hyderabad,IDENTITY THEFT,55,M,1,17.360589,78.4740613
32205,09-03-2023,2.58,Delhi,DOMESTIC VIOLENCE,23,M,3,28.6328027,77.2197713
32206,09-03-2023,11.05,Thane,SEXUAL ASSAULT,75,M,3,19.1943294,72.9701779
32207,09-03-2023,12.43,Hyderabad,DOMESTIC VIOLENCE,36,F,3,17.360589,78.4740613
32208,09-03-2023,3.19,Mumbai,SEXUAL ASSAULT,33,F,3,19.054999,72.8692035
32209,09-04-2023,13.40,Meerut,KIDNAPPING,60,F,3,29.0018557,77.7679671
32210,09-04-2023,8.12,Agra,VEHICLE - STOLEN,50,F,2,27.1752554,78.0098161
32211,09-04-2023,18.55,Chennai,SHOPLIFTING,38,M,1,13.0836939,80.270186
32212,09-04-2023,8.06,Chennai,SHOPLIFTING,39,F,1,13.0836939,80.270186
32213,09-04-2023,20.26,Mumbai,PUBLIC INTOXICATION,30,F,1,19.054999,72.8692035
32214,09-04-2023,6.05,Bangalore,SEXUAL ASSAULT,44,F,3,12.9767936,77.590082
32215,09-04-2023,12.07,Pune,BURGLARY,68,F,2,18.5213738,73.8545071
32216,09-04-2023,22.33,Indore,BURGLARY,11,F,2,22.7203616,75.8681996
32217,09-04-2023,22.06,Pune,HOMICIDE,42,F,3,18.5213738,73.8545071
32218,09-04-2023,10.26,Kolkata,ASSAULT,55,M,3,22.5726459,88.3638953
32219,09-04-2023,22.44,Visakhapatnam,IDENTITY THEFT,69,F,1,17.6935526,83.2921297
32220,09-04-2023,21.47,Thane,ASSAULT,58,M,3,19.1943294,72.9701779
32221,09-04-2023,8.41,Bhopal,DOMESTIC VIOLENCE,17,M,3,23.2584857,77.401989
32222,09-04-2023,14.22,Chennai,CYBERCRIME,53,F,2,13.0836939,80.270186
32223,09-04-2023,5.26,Hyderabad,PUBLIC INTOXICATION,78,F,1,17.360589,78.4740613
32224,09-04-2023,19.04,Kolkata,FRAUD,32,F,2,22.5726459,88.3638953
32225,09-04-2023,10.33,Kolkata,ROBBERY,42,F,3,22.5726459,88.3638953
32226,09-04-2023,3.10,Jaipur,ASSAULT,60,M,3,26.9154576,75.8189817
32227,09-04-2023,23.16,Nagpur,CYBERCRIME,74,F,2,21.1498134,79.0820556
32228,09-04-2023,21.50,Delhi,FIREARM OFFENSE,31,F,2,28.6328027,77.2197713
32229,09-04-2023,5.14,Ahmedabad,BURGLARY,62,F,2,23.0215374,72.5800568
32230,09-04-2023,0.32,Ludhiana,BURGLARY,65,F,2,30.9090157,75.851601
32231,09-04-2023,3.27,Ludhiana,FIREARM OFFENSE,65,M,2,30.9090157,75.851601
32232,09-04-2023,10.38,Lucknow,VEHICLE - STOLEN,63,M,2,26.8381,80.9346001
32233,09-05-2023,19.53,Ahmedabad,ILLEGAL POSSESSION,25,M,2,23.0215374,72.5800568
32234,09-05-2023,9.07,Ludhiana,BURGLARY,49,F,2,30.9090157,75.851601
32235,09-05-2023,4.10,Bhopal,KIDNAPPING,44,M,3,23.2584857,77.401989
32236,09-05-2023,8.54,Hyderabad,VEHICLE - STOLEN,55,F,2,17.360589,78.4740613
32237,09-05-2023,5.51,Jaipur,ILLEGAL POSSESSION,10,M,2,26.9154576,75.8189817
32238,09-05-2023,15.54,Mumbai,VANDALISM,43,M,1,19.054999,72.8692035
32239,09-05-2023,7.32,Thane,DRUG OFFENSE,18,F,2,19.1943294,72.9701779
32240,09-05-2023,23.20,Ahmedabad,DOMESTIC VIOLENCE,50,F,3,23.0215374,72.5800568
32241,09-05-2023,13.32,Pune,KIDNAPPING,20,F,3,18.5213738,73.8545071
32242,09-05-2023,0.21,Mumbai,FIREARM OFFENSE,78,F,2,19.054999,72.8692035
32243,09-05-2023,8.30,Hyderabad,CYBERCRIME,18,F,2,17.360589,78.4740613
32244,09-05-2023,0.10,Pune,ARSON,69,F,3,18.5213738,73.8545071
32245,09-05-2023,22.51,Kolkata,BURGLARY,65,F,2,22.5726459,88.3638953
32246,09-05-2023,13.49,Pune,KIDNAPPING,27,F,3,18.5213738,73.8545071
32247,09-05-2023,4.47,Bangalore,VEHICLE - STOLEN,54,M,2,12.9767936,77.590082
32248,09-05-2023,15.48,Meerut,VANDALISM,60,M,1,29.0018557,77.7679671
32249,09-05-2023,6.03,Ludhiana,EXTORTION,11,F,3,30.9090157,75.851601
32250,09-05-2023,2.53,Faridabad,IDENTITY THEFT,15,F,1,28.4031478,77.3105561
32251,09-05-2023,14.17,Mumbai,VANDALISM,71,F,1,19.054999,72.8692035
32252,09-05-2023,17.53,Bangalore,BURGLARY,64,F,2,12.9767936,77.590082
32253,09-05-2023,10.41,Jaipur,EXTORTION,21,F,3,26.9154576,75.8189817
32254,09-05-2023,2.40,Pune,PUBLIC INTOXICATION,59,M,1,18.5213738,73.8545071
32255,09-05-2023,1.12,Bangalore,TRAFFIC VIOLATION,43,M,1,12.9767936,77.590082
32256,09-05-2023,18.24,Varanasi,KIDNAPPING,79,M,3,25.3356491,83.0076292
32257,09-06-2023,5.29,Mumbai,IDENTITY THEFT,23,F,1,19.054999,72.8692035
32258,09-06-2023,12.31,Faridabad,DRUG OFFENSE,65,M,2,28.4031478,77.3105561
32259,09-06-2023,6.30,Kalyan,ASSAULT,14,F,3,19.2396742,73.1366482
32260,09-06-2023,0.36,Kolkata,ILLEGAL POSSESSION,28,M,2,22.5726459,88.3638953
32261,09-06-2023,11.35,Lucknow,VEHICLE - STOLEN,17,F,2,26.8381,80.9346001
32262,09-06-2023,17.39,Kolkata,ILLEGAL POSSESSION,60,F,2,22.5726459,88.3638953
32263,09-06-2023,3.57,Kolkata,BURGLARY,12,M,2,22.5726459,88.3638953
32264,09-06-2023,7.06,Mumbai,ILLEGAL POSSESSION,79,F,2,19.054999,72.8692035
32265,09-06-2023,21.12,Kanpur,FRAUD,41,M,2,26.4609135,80.3217588
32266,09-06-2023,9.48,Hyderabad,DOMESTIC VIOLENCE,42,M,3,17.360589,78.4740613
32267,09-06-2023,2.12,Chennai,CYBERCRIME,72,F,2,13.0836939,80.270186
32268,09-06-2023,2.32,Kolkata,ILLEGAL POSSESSION,54,F,2,22.5726459,88.3638953
32269,09-06-2023,20.13,Agra,COUNTERFEITING,55,F,2,27.1752554,78.0098161
32270,09-06-2023,6.03,Chennai,ARSON,48,F,3,13.0836939,80.270186
32271,09-06-2023,21.03,Lucknow,EXTORTION,23,F,3,26.8381,80.9346001
32272,09-06-2023,9.24,Lucknow,BURGLARY,41,F,2,26.8381,80.9346001
32273,09-06-2023,23.04,Hyderabad,DOMESTIC VIOLENCE,19,F,3,17.360589,78.4740613
32274,09-06-2023,3.41,Delhi,DRUG OFFENSE,22,M,2,28.6328027,77.2197713
32275,09-06-2023,5.53,Visakhapatnam,EXTORTION,70,M,3,17.6935526,83.2921297
32276,09-06-2023,23.34,Indore,VEHICLE - STOLEN,63,F,2,22.7203616,75.8681996
32277,09-06-2023,15.46,Ahmedabad,FIREARM OFFENSE,32,F,2,23.0215374,72.5800568
32278,09-06-2023,12.40,Srinagar,BURGLARY,56,F,2,34.0747444,74.8204443
32279,09-06-2023,0.26,Bangalore,BURGLARY,47,M,2,12.9767936,77.590082
32280,09-06-2023,21.44,Bangalore,IDENTITY THEFT,12,F,1,12.9767936,77.590082
32281,09-07-2023,23.11,Mumbai,PUBLIC INTOXICATION,17,F,1,19.054999,72.8692035
32282,09-07-2023,11.25,Kolkata,KIDNAPPING,15,F,3,22.5726459,88.3638953
32283,09-07-2023,23.28,Mumbai,EXTORTION,41,M,3,19.054999,72.8692035
32284,09-07-2023,16.44,Kolkata,DRUG OFFENSE,70,F,2,22.5726459,88.3638953
32285,09-07-2023,14.21,Jaipur,SHOPLIFTING,61,M,1,26.9154576,75.8189817
32286,09-07-2023,13.36,Delhi,KIDNAPPING,59,F,3,28.6328027,77.2197713
32287,09-07-2023,17.56,Chennai,FRAUD,25,M,2,13.0836939,80.270186
32288,09-07-2023,5.44,Pune,BURGLARY,55,F,2,18.5213738,73.8545071
32289,09-07-2023,6.57,Agra,ASSAULT,35,F,3,27.1752554,78.0098161
32290,09-07-2023,20.58,Mumbai,PUBLIC INTOXICATION,23,F,1,19.054999,72.8692035
32291,09-07-2023,14.43,Pune,EXTORTION,14,F,3,18.5213738,73.8545071
32292,09-07-2023,1.26,Mumbai,KIDNAPPING,44,M,3,19.054999,72.8692035
32293,09-07-2023,19.18,Thane,IDENTITY THEFT,65,M,1,19.1943294,72.9701779
32294,09-07-2023,6.25,Mumbai,EXTORTION,75,M,3,19.054999,72.8692035
32295,09-07-2023,22.26,Pune,COUNTERFEITING,11,F,2,18.5213738,73.8545071
32296,09-07-2023,19.29,Nagpur,DOMESTIC VIOLENCE,44,F,3,21.1498134,79.0820556
32297,09-07-2023,21.46,Ahmedabad,FRAUD,63,F,2,23.0215374,72.5800568
32298,09-07-2023,21.08,Chennai,ASSAULT,56,F,3,13.0836939,80.270186
32299,09-07-2023,13.58,Kolkata,TRAFFIC VIOLATION,68,M,1,22.5726459,88.3638953
32300,09-07-2023,0.53,Pune,ILLEGAL POSSESSION,73,F,2,18.5213738,73.8545071
32301,09-07-2023,9.14,Chennai,SEXUAL ASSAULT,61,F,3,13.0836939,80.270186
32302,09-07-2023,16.43,Delhi,FRAUD,40,M,2,28.6328027,77.2197713
32303,09-07-2023,19.23,Nagpur,IDENTITY THEFT,79,M,1,21.1498134,79.0820556
32304,09-07-2023,9.55,Delhi,SHOPLIFTING,56,F,1,28.6328027,77.2197713
32305,09-08-2023,19.48,Rajkot,SEXUAL ASSAULT,72,M,3,22.3053263,70.8028377
32306,09-08-2023,7.58,Surat,VANDALISM,75,F,1,21.2094892,72.8317058
32307,09-08-2023,0.01,Chennai,ASSAULT,73,F,3,13.0836939,80.270186
32308,09-08-2023,19.40,Mumbai,IDENTITY THEFT,21,M,1,19.054999,72.8692035
32309,09-08-2023,4.17,Lucknow,ARSON,54,F,3,26.8381,80.9346001
32310,09-08-2023,19.41,Bangalore,HOMICIDE,21,M,3,12.9767936,77.590082
32311,09-08-2023,3.30,Hyderabad,VEHICLE - STOLEN,11,F,2,17.360589,78.4740613
32312,09-08-2023,20.08,Mumbai,HOMICIDE,28,F,3,19.054999,72.8692035
32313,09-08-2023,0.42,Surat,SHOPLIFTING,56,F,1,21.2094892,72.8317058
32314,09-08-2023,23.11,Mumbai,FRAUD,43,F,2,19.054999,72.8692035
32315,09-08-2023,19.05,Bhopal,ARSON,15,F,3,23.2584857,77.401989
32316,09-08-2023,18.10,Hyderabad,FRAUD,13,M,2,17.360589,78.4740613
32317,09-08-2023,18.36,Nashik,SEXUAL ASSAULT,26,F,3,20.0112475,73.7902364
32318,09-08-2023,18.35,Chennai,ROBBERY,59,M,3,13.0836939,80.270186
32319,09-08-2023,7.24,Ahmedabad,ROBBERY,37,F,3,23.0215374,72.5800568
32320,09-08-2023,5.14,Srinagar,PUBLIC INTOXICATION,66,M,1,34.0747444,74.8204443
32321,09-08-2023,23.19,Bangalore,FIREARM OFFENSE,57,F,2,12.9767936,77.590082
32322,09-08-2023,12.24,Kolkata,DOMESTIC VIOLENCE,74,F,3,22.5726459,88.3638953
32323,09-08-2023,21.22,Bangalore,ILLEGAL POSSESSION,61,M,2,12.9767936,77.590082
32324,09-08-2023,13.28,Chennai,PUBLIC INTOXICATION,45,F,1,13.0836939,80.270186
32325,09-08-2023,23.22,Chennai,BURGLARY,19,M,2,13.0836939,80.270186
32326,09-08-2023,10.09,Kolkata,DOMESTIC VIOLENCE,39,M,3,22.5726459,88.3638953
32327,09-08-2023,12.26,Kolkata,COUNTERFEITING,16,M,2,22.5726459,88.3638953
32328,09-08-2023,22.35,Delhi,PUBLIC INTOXICATION,58,M,1,28.6328027,77.2197713
32329,09-09-2023,11.03,Nashik,KIDNAPPING,74,M,3,20.0112475,73.7902364
32330,09-09-2023,19.09,Bangalore,SEXUAL ASSAULT,65,F,3,12.9767936,77.590082
32331,09-09-2023,20.32,Hyderabad,PUBLIC INTOXICATION,35,M,1,17.360589,78.4740613
32332,09-09-2023,3.19,Kalyan,TRAFFIC VIOLATION,44,F,1,19.2396742,73.1366482
32333,09-09-2023,3.55,Jaipur,FRAUD,51,F,2,26.9154576,75.8189817
32334,09-09-2023,0.35,Kolkata,ILLEGAL POSSESSION,69,M,2,22.5726459,88.3638953
32335,09-09-2023,3.28,Mumbai,EXTORTION,22,F,3,19.054999,72.8692035
32336,09-09-2023,21.27,Visakhapatnam,BURGLARY,66,F,2,17.6935526,83.2921297
32337,09-09-2023,23.26,Pune,VEHICLE - STOLEN,76,M,2,18.5213738,73.8545071
32338,09-09-2023,7.45,Faridabad,PUBLIC INTOXICATION,49,M,1,28.4031478,77.3105561
32339,09-09-2023,15.03,Bangalore,DRUG OFFENSE,19,M,2,12.9767936,77.590082
32340,09-09-2023,18.21,Mumbai,CYBERCRIME,29,F,2,19.054999,72.8692035
32341,09-09-2023,7.01,Kolkata,ASSAULT,13,F,3,22.5726459,88.3638953
32342,09-09-2023,5.53,Lucknow,KIDNAPPING,14,F,3,26.8381,80.9346001
32343,09-09-2023,9.05,Delhi,FRAUD,14,F,2,28.6328027,77.2197713
32344,09-09-2023,5.53,Ludhiana,DRUG OFFENSE,31,F,2,30.9090157,75.851601
32345,09-09-2023,23.43,Pune,PUBLIC INTOXICATION,12,F,1,18.5213738,73.8545071
32346,09-09-2023,21.23,Kolkata,ILLEGAL POSSESSION,37,F,2,22.5726459,88.3638953
32347,09-09-2023,10.34,Surat,EXTORTION,78,F,3,21.2094892,72.8317058
32348,09-09-2023,5.39,Mumbai,DOMESTIC VIOLENCE,45,F,3,19.054999,72.8692035
32349,09-09-2023,15.38,Bangalore,SEXUAL ASSAULT,32,F,3,12.9767936,77.590082
32350,09-09-2023,2.42,Agra,BURGLARY,36,F,2,27.1752554,78.0098161
32351,09-09-2023,11.49,Chennai,HOMICIDE,23,F,3,13.0836939,80.270186
32352,09-09-2023,6.11,Lucknow,PUBLIC INTOXICATION,24,F,1,26.8381,80.9346001
32353,09-10-2023,7.34,Delhi,PUBLIC INTOXICATION,11,M,1,28.6328027,77.2197713
32354,09-10-2023,12.58,Bangalore,HOMICIDE,32,F,3,12.9767936,77.590082
32355,09-10-2023,0.50,Jaipur,IDENTITY THEFT,73,F,1,26.9154576,75.8189817
32356,09-10-2023,9.17,Mumbai,PUBLIC INTOXICATION,47,F,1,19.054999,72.8692035
32357,09-10-2023,1.24,Bangalore,ROBBERY,72,F,3,12.9767936,77.590082
32358,09-10-2023,5.47,Delhi,IDENTITY THEFT,40,F,1,28.6328027,77.2197713
32359,09-10-2023,2.10,Delhi,FRAUD,16,F,2,28.6328027,77.2197713
32360,09-10-2023,3.45,Thane,DRUG OFFENSE,62,F,2,19.1943294,72.9701779
32361,09-10-2023,15.53,Faridabad,ILLEGAL POSSESSION,12,F,2,28.4031478,77.3105561
32362,09-10-2023,23.45,Mumbai,DRUG OFFENSE,47,M,2,19.054999,72.8692035
32363,09-10-2023,23.15,Ahmedabad,TRAFFIC VIOLATION,76,F,1,23.0215374,72.5800568
32364,09-10-2023,22.15,Delhi,COUNTERFEITING,37,F,2,28.6328027,77.2197713
32365,09-10-2023,3.52,Vasai,COUNTERFEITING,61,F,2,19.3428238,72.805441
32366,09-10-2023,3.23,Lucknow,FIREARM OFFENSE,67,F,2,26.8381,80.9346001
32367,09-10-2023,9.45,Ghaziabad,IDENTITY THEFT,34,M,1,28.7749966,77.4586967
32368,09-10-2023,17.49,Mumbai,IDENTITY THEFT,73,F,1,19.054999,72.8692035
32369,09-10-2023,8.42,Mumbai,EXTORTION,24,F,3,19.054999,72.8692035
32370,09-10-2023,19.58,Nagpur,FIREARM OFFENSE,25,F,2,21.1498134,79.0820556
32371,09-10-2023,21.18,Jaipur,HOMICIDE,53,M,3,26.9154576,75.8189817
32372,09-10-2023,8.06,Meerut,DOMESTIC VIOLENCE,22,M,3,29.0018557,77.7679671
32373,09-10-2023,20.00,Pune,COUNTERFEITING,11,M,2,18.5213738,73.8545071
32374,09-10-2023,3.43,Ghaziabad,HOMICIDE,79,F,3,28.7749966,77.4586967
32375,09-10-2023,23.16,Thane,DRUG OFFENSE,75,M,2,19.1943294,72.9701779
32376,09-10-2023,4.30,Kanpur,SHOPLIFTING,62,M,1,26.4609135,80.3217588
32377,09-11-2023,20.08,Chennai,ASSAULT,50,F,3,13.0836939,80.270186
32378,09-11-2023,15.39,Ahmedabad,HOMICIDE,20,F,3,23.0215374,72.5800568
32379,09-11-2023,19.54,Mumbai,ROBBERY,30,M,3,19.054999,72.8692035
32380,09-11-2023,11.54,Mumbai,ROBBERY,62,M,3,19.054999,72.8692035
32381,09-11-2023,14.19,Mumbai,IDENTITY THEFT,26,F,1,19.054999,72.8692035
32382,09-11-2023,13.00,Kolkata,DRUG OFFENSE,76,M,2,22.5726459,88.3638953
32383,09-11-2023,4.02,Mumbai,ASSAULT,68,M,3,19.054999,72.8692035
32384,09-11-2023,13.31,Indore,ILLEGAL POSSESSION,55,M,2,22.7203616,75.8681996
32385,09-11-2023,17.21,Mumbai,HOMICIDE,15,M,3,19.054999,72.8692035
32386,09-11-2023,10.14,Mumbai,SEXUAL ASSAULT,30,F,3,19.054999,72.8692035
32387,09-11-2023,3.15,Mumbai,ASSAULT,59,F,3,19.054999,72.8692035
32388,09-11-2023,18.33,Kolkata,IDENTITY THEFT,72,F,1,22.5726459,88.3638953
32389,09-11-2023,22.22,Kolkata,SHOPLIFTING,66,F,1,22.5726459,88.3638953
32390,09-11-2023,5.07,Kalyan,IDENTITY THEFT,59,F,1,19.2396742,73.1366482
32391,09-11-2023,21.10,Patna,IDENTITY THEFT,35,M,1,25.6093239,85.1235252
32392,09-11-2023,12.25,Mumbai,SHOPLIFTING,33,F,1,19.054999,72.8692035
32393,09-11-2023,12.09,Chennai,BURGLARY,71,M,2,13.0836939,80.270186
32394,09-11-2023,20.29,Thane,SEXUAL ASSAULT,23,F,3,19.1943294,72.9701779
32395,09-11-2023,3.24,Pune,SHOPLIFTING,73,F,1,18.5213738,73.8545071
32396,09-11-2023,17.01,Mumbai,KIDNAPPING,44,M,3,19.054999,72.8692035
32397,09-11-2023,3.45,Hyderabad,FIREARM OFFENSE,34,M,2,17.360589,78.4740613
32398,09-11-2023,19.53,Delhi,HOMICIDE,48,F,3,28.6328027,77.2197713
32399,09-11-2023,3.05,Hyderabad,ILLEGAL POSSESSION,54,F,2,17.360589,78.4740613
32400,09-11-2023,7.55,Delhi,EXTORTION,35,F,3,28.6328027,77.2197713
32401,09-12-2023,2.14,Hyderabad,EXTORTION,29,M,3,17.360589,78.4740613
32402,09-12-2023,14.42,Agra,FRAUD,48,F,2,27.1752554,78.0098161
32403,09-12-2023,16.10,Hyderabad,HOMICIDE,56,M,3,17.360589,78.4740613
32404,09-12-2023,5.12,Indore,ASSAULT,67,F,3,22.7203616,75.8681996
32405,09-12-2023,21.54,Bangalore,DRUG OFFENSE,74,F,2,12.9767936,77.590082
32406,09-12-2023,14.39,Ahmedabad,IDENTITY THEFT,27,M,1,23.0215374,72.5800568
32407,09-12-2023,20.39,Lucknow,CYBERCRIME,70,M,2,26.8381,80.9346001
32408,09-12-2023,15.11,Bangalore,FRAUD,72,F,2,12.9767936,77.590082
32409,09-12-2023,5.45,Srinagar,FRAUD,30,F,2,34.0747444,74.8204443
32410,09-12-2023,18.26,Hyderabad,FRAUD,72,F,2,17.360589,78.4740613
32411,09-12-2023,5.49,Lucknow,VANDALISM,79,F,1,26.8381,80.9346001
32412,09-12-2023,11.53,Delhi,IDENTITY THEFT,53,M,1,28.6328027,77.2197713
32413,09-12-2023,14.56,Mumbai,ROBBERY,34,M,3,19.054999,72.8692035
32414,09-12-2023,10.18,Patna,VEHICLE - STOLEN,10,F,2,25.6093239,85.1235252
32415,09-12-2023,16.10,Vasai,ASSAULT,20,M,3,19.3428238,72.805441
32416,09-12-2023,7.54,Delhi,IDENTITY THEFT,52,F,1,28.6328027,77.2197713
32417,09-12-2023,16.24,Indore,COUNTERFEITING,66,M,2,22.7203616,75.8681996
32418,09-12-2023,14.22,Meerut,ASSAULT,71,F,3,29.0018557,77.7679671
32419,09-12-2023,18.33,Ludhiana,SHOPLIFTING,28,F,1,30.9090157,75.851601
32420,09-12-2023,11.13,Kolkata,ARSON,48,F,3,22.5726459,88.3638953
32421,09-12-2023,16.15,Kolkata,DOMESTIC VIOLENCE,48,F,3,22.5726459,88.3638953
32422,09-12-2023,19.15,Pune,FRAUD,60,M,2,18.5213738,73.8545071
32423,09-12-2023,21.17,Nashik,SEXUAL ASSAULT,41,M,3,20.0112475,73.7902364
32424,09-12-2023,23.19,Delhi,TRAFFIC VIOLATION,34,F,1,28.6328027,77.2197713
32425,13-09-2023,2.27,Visakhapatnam,DOMESTIC VIOLENCE,18,M,3,17.6935526,83.2921297
32426,13-09-2023,3.02,Delhi,ROBBERY,29,F,3,28.6328027,77.2197713
